ProdID,UPC,Category,Brand,Model,Model Description,Size,Color,MSRP,MAP,Each Cost,Manufacturer Prod,COO,Discontinued,UOM,Weight,Length,Width,Height,ORMD,Product Description,Replacement,Substitute,Recently Updated,
FW2082,708752032187,Track Cog,Surly,3844,Surly Track Cogs,,,30.00,30.00,15.00,FW2082,TW,No,EA,0.10,5.25,4.25,0.50,No,Surly Track Cog  3/32'' X 14t Silver,,FW6881,2018-05-01,
FW2083,708752032194,Track Cog,Surly,3844,Surly Track Cogs,,,30.00,30.00,15.00,FW2083,TW,No,EA,0.15,5.50,4.25,0.50,No,Surly Track Cog  3/32'' X 15t Silver,,FW6882,,
FW2084,708752032200,Track Cog,Surly,3844,Surly Track Cogs,,,30.00,30.00,15.00,FW2084,TW,No,EA,0.15,5.25,4.25,0.50,No,Surly Track Cog  3/32'' X 16t Silver,,FW6888,,
FW2085,708752032217,Track Cog,Surly,3844,Surly Track Cogs,,,30.00,30.00,15.00,FW2085,TW,No,EA,0.15,5.50,4.25,0.25,No,Surly Track Cog  3/32'' X 17t Silver,,,,
FW2086,708752032224,Track Cog,Surly,3844,Surly Track Cogs,,,30.00,30.00,15.00,FW2086,TW,No,EA,0.20,5.25,4.25,0.50,No,Surly Track Cog  3/32'' X 18t Silver,,,,
FW2087,708752032231,Track Cog,Surly,3844,Surly Track Cogs,,,30.00,30.00,15.00,FW2087,TW,No,EA,0.20,5.50,4.50,0.50,No,Surly Track Cog  3/32'' X 19t Silver,,,,
FW2088,708752032248,Track Cog,Surly,3844,Surly Track Cogs,,,30.00,30.00,15.00,FW2088,TW,No,EA,0.22,5.25,4.25,0.50,No,Surly Track Cog  3/32'' X 20t Silver,,,,
FW2089,708752032255,Track Cog,Surly,3844,Surly Track Cogs,,,30.00,30.00,15.00,FW2089,TW,No,EA,0.25,5.25,4.00,0.50,No,Surly Track Cog  3/32'' X 21t Silver,,,,
FW2090,708752032262,Track Cog,Surly,3844,Surly Track Cogs,,,30.00,30.00,15.00,FW2090,TW,No,EA,0.27,5.50,4.00,0.50,No,Surly Track Cog  3/32'' X 22t Silver,,,,
FW9010,708752019089,Track Cog Lockring,Surly,6149,Track,,,15.00,15.00,7.50,FW9010,TW,No,EA,0.10,5.50,4.25,0.75,No,Surly Stainless Steel Track Cog Lockring 1.29 x 24 tpi Left-hand Thread,,,,
FW9999,708752036765,Single Speed Spacer Kit,Surly,12262,Spacer Kit,,,40.00,40.00,20.00,FW9999,TW,No,EA,0.16,5.50,4.25,1.50,No,Surly Single-Speed Kit Spacers and Lockring,,,,
HB0100,708752177956,Flat/Riser Handlebar,Surly,K5604,Moloko,,E.D. coated ,95.00,95.00,57.00,BQ6-DIVE735-01,TW,No,EA,1.65,29.25,9.75,2.25,No,Surly Moloko Handlebar 31.8 Black,,,,
HB1112,708752063068,Cruiser/Multi-Position Handlebar,Surly,21319,Open Bar,,,50.00,50.00,30.00,HB1112,TW,No,EA,1.10,26.75,7.25,3.00,No,Surly Open Bar Black 40mm Rise,,,,
HB1114,708752063075,Cruiser/Multi-Position Handlebar,Surly,21319,Open Bar,,,50.00,50.00,30.00,HB1114,TW,No,EA,1.05,27.00,7.50,1.00,No,Surly Open Bar Black No Rise,,,2018-04-27,
HB6300,708752214842,Flat/Riser Handlebar,Surly,K6222,Sunrise,,Black,60.00,60.00,36.00,#BS6-MOTORISER-02,TW,No,EA,1.85,32.50,6.00,3.50,No,Surly Sunrise Handlebar,,,,
HB9988,708752087101,Flat/Riser Handlebar,Surly,29241,Cheater,,Silver,80.00,80.00,48.00,HB9988,TW,No,EA,0.90,32.00,1.00,1.00,No,Surly Cheater Bar Silver,,,,
HB9989,708752087118,Flat/Riser Handlebar,Surly,29241,Cheater,,Black,80.00,80.00,48.00,HB9989,TW,No,EA,1.00,31.00,5.00,1.75,No,Surly Cheater Bar Black,,,,
HU0000,708752163126,Other Hub Part,Surly,25004,Surly Hub Parts,,,15.00,15.00,7.50,04-000643-1,TW,No,PAA,0.05,4.50,4.00,0.25,No,Surly 10/12 Adaptor Washer 6mm for QR,,,,
HU0001,708752163133,Other Hub Part,Surly,25004,Surly Hub Parts,,,15.00,15.00,7.50,04-000643-2,TW,No,PAA,0.05,4.00,4.00,0.50,No,Surly 10/12 Adaptor Washer 10mm for Solid Axle,,,,
HU0133,708752211827,Thru Axle,Surly,K2613,Thru Axles,,Black,33.00,33.00,19.00,ROD-216/04-000650-02 ,TW,No,EA,0.20,7.25,4.25,0.75,No,Surly 12x142 Rear Thru Axle,,,,
HU0134,708752211841,Thru Axle,Surly,K2613,Thru Axles,,Black,33.00,33.00,19.00,ROD-216C,TW,No,EA,0.20,7.00,3.75,0.75,No,Surly 12x142/148 Rear Thru Axle,,,,
HU0135,708752211865,Thru Axle,Surly,K2613,Thru Axles,,Black,33.00,33.00,19.00,ROD-216A,TW,No,EA,0.20,7.00,3.75,0.75,No,Surly 12x177 Rear Thru Axle,,,,
HU0136,708752211889,Thru Axle,Surly,K2613,Thru Axles,,Black,33.00,33.00,19.00,ROD-216B,TW,No,EA,0.20,8.50,4.25,1.00,No,Surly 12x197 Rear Thru Axle,,,2018-05-02,
HU0137,708752211902,Thru Axle,Surly,K2613,Thru Axles,,Black,33.00,33.00,19.00,ROD-216D/04-000650-01 ,TW,No,EA,0.20,5.75,4.00,0.75,No,Surly 12x100 Front Thru Axle,,,,
HU0138,708752211926,Thru Axle,Surly,K2613,Thru Axles,,Black,30.00,30.00,18.00,ROD-231A,TW,No,EA,0.20,6.00,3.75,0.75,No,Surly 15x110 Front Thru Axle,,,,
HU0139,708752211940,Thru Axle,Surly,K2613,Thru Axles,,Black,30.00,30.00,18.00,ROD-231B,TW,No,EA,0.25,12.50,4.00,0.75,No,Surly 15x150 Front Thru Axle,,,,
HU0810,708752074972,Front Hub,Surly,28433,Ultra New Non-Disc,,Silver,60.00,60.00,35.00,HU0810,TW,No,EA,0.38,7.50,4.50,2.50,No,Surly Ultra New Hub Front 32h Silver,,HU0811,,
HU0811,708752074989,Front Hub,Surly,28433,Ultra New Non-Disc,,Black,60.00,60.00,35.00,HSL12210FF00110802,TW,No,EA,0.57,7.00,5.00,3.50,No,Surly Ultra New Hub Front 32h Black,,HU0596,,
HU0811,708752074989,Front Hub,Surly,28433,Ultra New Non-Disc,,Black,60.00,60.00,35.00,HSL12210FF00110802,TW,No,EA,0.57,7.00,5.00,3.50,No,Surly Ultra New Hub Front 32h Black,,HU0810,,
HU0812,708752074996,Front Hub,Surly,28434,Ultra New Disc,,Silver,85.00,85.00,50.00,HU0812,TW,No,EA,0.70,7.00,5.00,4.00,No,Surly Ultra New Disc Hub Front 32h Silver,,HU0813,,
HU0813,708752075009,Front Hub,Surly,28434,Ultra New Disc,,Black,85.00,85.00,50.00,HSL12310DF00110802,TW,No,EA,0.70,7.50,5.25,4.50,No,Surly Ultra New Disc Hub Front 32h Black,,HU0812,,
HU0820,708752075030,Front Hub,Surly,28433,Ultra New Non-Disc,,Silver,60.00,60.00,35.00,HU0820,TW,No,EA,0.57,7.25,5.00,4.00,No,Surly Ultra New Hub Front 36h Silver,,HU0821,,
HU0821,708752075047,Front Hub,Surly,28433,Ultra New Non-Disc,,Black,60.00,60.00,35.00,HU0821,TW,No,EA,0.57,7.50,4.00,4.00,No,Surly Ultra New Hub Front 36h Black,,HU0820,,
HU0822,708752075054,Front Hub,Surly,28434,Ultra New Disc,,Silver,85.00,85.00,50.00,HSL12310DG00610802,TW,No,EA,0.69,7.00,4.25,4.00,No,Surly Ultra New Disc Hub Front 36h Silver,,HU0823,,
HU0822,708752075054,Front Hub,Surly,28434,Ultra New Disc,,Silver,85.00,85.00,50.00,HSL12310DG00610802,TW,No,EA,0.69,7.00,4.25,4.00,No,Surly Ultra New Disc Hub Front 36h Silver,,HU1722,,
HU0823,708752075061,Front Hub,Surly,28434,Ultra New Disc,,Black,85.00,85.00,50.00,HSL12310DG00110802,TW,No,EA,0.69,7.00,4.25,4.00,No,Surly Ultra New Disc Hub Front 36h Black,,HU0822,,
HU0823,708752075061,Front Hub,Surly,28434,Ultra New Disc,,Black,85.00,85.00,50.00,HSL12310DG00110802,TW,No,EA,0.69,7.00,4.25,4.00,No,Surly Ultra New Disc Hub Front 36h Black,,HU1722,,
HU0830,708752075078,Rear Hub,Surly,28436,Ultra New Non-Disc,,Silver,70.00,70.00,40.00,HU0830,TW,No,EA,0.69,7.00,4.00,4.00,No,Surly Ultra New Fix/Fix Track Hub Rear 32h 120mm Silver,,HU0831,,
HU0831,708752075085,Rear Hub,Surly,28436,Ultra New Non-Disc,,Black,70.00,70.00,40.00,HSL12250RF00110802,TW,No,EA,0.69,7.50,5.00,4.00,No,Surly Ultra New Fix/Fix Track Hub Rear 32h 120mm Black,,HU0830,,
HU0834,708752075108,Rear Hub,Surly,28436,Ultra New Non-Disc,,Silver,70.00,70.00,40.00,HU0834,TW,No,EA,0.69,7.50,5.00,4.00,No,Surly Ultra New Fix/Free Hub Rear 32h 120mm Silver,,HU0835,,
HU0835,708752075115,Rear Hub,Surly,28436,Ultra New Non-Disc,,Black,70.00,70.00,40.00,HSL12220RF00110802,TW,No,EA,0.70,7.00,3.00,3.00,No,Surly Ultra New Fix/Free Hub Rear 32h 120mm Black,,HU0834,2018-05-01,
HU0836,708752075122,Rear Hub,Surly,28436,Ultra New Non-Disc,,Silver,70.00,70.00,40.00,HSL12270RF00610802,TW,No,EA,0.75,7.50,4.00,3.75,No,Surly Ultra New Fix/Free Hub Rear 32h 130mm Silver,,HU0837,,
HU0837,708752075139,Rear Hub,Surly,28436,Ultra New Non-Disc,,Black,70.00,70.00,40.00,HSL12270RF00110802,TW,No,EA,0.75,7.00,3.00,3.00,No,Surly Ultra New Fix/Free Hub Rear 32h 130mm Black,,HU0836,,
HU0841,708752075153,Rear Hub,Surly,28436,Ultra New Non-Disc,,Black,70.00,70.00,40.00,HSL12260RF00110802,TW,No,EA,0.75,7.00,5.00,4.00,No,Surly Ultra New Free/Free Singlespeed MTB Hub Rear 32h 135mm Black,,,,
HU0843,708752075177,Rear Hub,Surly,28436,Ultra New Non-Disc,,Black,70.00,70.00,40.00,HSL12230RF00110802,TW,No,EA,0.75,7.50,4.00,4.00,No,Surly Ultra New Fix/Free Hub Rear 32h 135mm Black,,,,
HU0844,708752075184,Rear Hub,Surly,28446,Ultra New Disc,,Silver,100.00,100.00,60.00,HU0844,TW,No,EA,0.83,7.50,5.00,2.50,No,Surly Ultra New Singlespeed Disc Hub Rear 32h 135mm Silver,,HU0845,,
HU0845,708752075191,Rear Hub,Surly,28446,Ultra New Disc,,Black,100.00,100.00,60.00,HSL12320CF00110802,TW,No,EA,0.85,7.00,4.25,4.00,No,Surly Ultra New Singlespeed Disc Hub Rear 32h 135mm Black,,HU0844,2018-05-02,
HU0846,708752110748,Rear Hub,Surly,28446,Ultra New Disc,,Silver,100.00,100.00,60.00,HU0846,TW,No,EA,0.83,7.25,5.00,4.00,No,Surly Ultra New Fixed Disc Hub Rear 32h 135mm Silver,,,,
HU0847,708752075207,Rear Hub,Surly,28446,Ultra New Disc,,Black,100.00,100.00,60.00,HSL12350CF00110802,TW,No,EA,0.83,7.25,5.00,4.00,No,Surly Ultra New Fixed Disc Hub Rear 32h 135mm Black,,,,
HU0850,708752075214,Rear Hub,Surly,28436,Ultra New Non-Disc,,Silver,70.00,70.00,40.00,HU0850,TW,No,EA,0.75,7.00,4.25,4.00,No,Surly Ultra New Free/Free Singlespeed MTB Hub Rear 36h 135mm Silver,,HU0851,,
HU0851,708752075221,Rear Hub,Surly,28436,Ultra New Non-Disc,,Black,70.00,70.00,40.00,HSL12260RG00110802,TW,No,EA,0.75,7.50,5.00,4.00,No,Surly Ultra New Free/Free Singlespeed MTB Hub Rear 36h 135mm Black,,HU0850,,
HU0854,708752075238,Rear Hub,Surly,28446,Ultra New Disc,,Silver,100.00,100.00,60.00,HU0854,TW,No,EA,0.83,7.00,4.75,4.00,No,Surly Ultra New Singlespeed Disc Hub Rear 36h 135mm Silver,,HU0855,,
HU0855,708752075245,Rear Hub,Surly,28446,Ultra New Disc,,Black,100.00,100.00,60.00,HSL12320CG00110802,TW,No,EA,0.83,7.00,4.75,4.00,No,Surly Ultra New Singlespeed Disc Hub Rear 36h 135mm Black,,HU0854,,
HU0861,708752075252,Front Hub,Surly,28433,Ultra New Non-Disc,,Black,60.00,60.00,35.00,HU0861,TW,No,EA,0.57,7.50,5.00,3.00,No,Surly Ultra New Hub Front 48h Black,,,,
HU0863,708752075269,Rear Hub,Surly,28436,Ultra New Non-Disc,,Black,70.00,70.00,40.00,HU0863,TW,No,EA,1.10,7.00,5.00,3.00,No,Surly Ultra New Fix/Fix Hub Rear 48h 120mm Black,,,,
HU0865,708752075276,Rear Hub,Surly,28436,Ultra New Non-Disc,,Black,70.00,70.00,40.00,HU0865,TW,No,EA,1.10,7.00,5.00,3.00,No,Surly Ultra New Free/Free Hub Rear 48h 120mm Black,,,,
HU0869,708752075290,Rear Hub,Surly,28436,Ultra New Non-Disc,,Black,70.00,70.00,40.00,HU0869,TW,No,EA,0.75,7.00,4.00,4.00,No,Surly Ultra New Fix/Fix Hub Rear 48h 135mm Black,,,,
HU0870,708752114685,Other Hub Part,Surly,25004,Surly Hub Parts,,,10.00,10.00,5.00,HU0870,TW,No,EA,0.15,2.25,1.00,0.75,No,Surly Ultra New Hub Stainless Knurled Axle End Cap,,,,
HU0871,708752114678,Other Hub Part,Surly,25004,Surly Hub Parts,,,10.00,10.00,5.00,HU0871,TW,No,EA,0.01,0.75,0.75,0.25,No,Surly Ultra New Hub Stainless Knurled Bolt Cap,,,,
HU0875,708752115194,Other Hub Part,Surly,25004,Surly Hub Parts,,,4.00,4.00,2.00,HU0875,TW,No,EA,0.01,2.25,2.25,0.25,No,Surly Ultra New Hub Stainless Bolt,,,,
HU0880,708752077317,Axle Set,Surly,28193,Ultra New,,,28.82,28.82,17.29,3400304660001,TW,No,EA,0.34,5.00,4.50,0.50,No,Surly Ultra New Hub Axle Kit for 100mm Front Silver,,,,
HU0885,708752077324,Axle Set,Surly,28193,Ultra New,,,34.15,34.15,20.49,HU0885,TW,No,EA,0.38,5.50,4.00,1.00,No,Surly Ultra New Hub Axle Kit for 120mm Rear Free/Free Silver,,,,
HU0886,708752077331,Axle Set,Surly,28193,Ultra New,,,34.15,34.15,20.49,HU0886,TW,No,EA,0.37,5.00,4.00,1.00,No,Surly Ultra New Hub Axle Kit for 120mm Rear Fix/Fix Silver,,,,
HU0887,708752077348,Axle Set,Surly,28193,Ultra New,,,34.15,34.15,20.49,HU0887,TW,No,EA,0.37,5.00,4.00,1.00,No,Surly Ultra New Hub Axle Kit for 120mm Rear Fix/Free Silver,,,,
HU0888,708752077355,Axle Set,Surly,28193,Ultra New,,,34.15,34.15,20.49,3400406160001,TW,No,EA,0.38,5.50,4.50,0.50,No,Surly Ultra New Hub Axle Kit for 130mm Rear Silver,,,,
HU0889,708752077362,Axle Set,Surly,28193,Ultra New,,,34.15,34.15,20.49,3400406060001,TW,No,EA,0.38,5.50,4.50,0.50,No,Surly Ultra New Hub Axle Kit for 135mm Rear Silver,,,,
HU0890,708752076877,Axle Set,Surly,28193,Ultra New,,,28.82,28.82,17.29,3400304610001,TW,No,EA,0.34,4.75,4.50,0.50,No,Surly Ultra New Hub Axle Kit for 100mm Front Black,,,,
HU0895,708752076976,Axle Set,Surly,28193,Ultra New,,,34.15,34.15,20.49,HU0895,TW,No,EA,0.37,4.50,4.50,0.50,No,Surly Ultra New Hub Axle Kit for 120mm Rear Free/Free Black,,,,
HU0896,708752076884,Axle Set,Surly,28193,Ultra New,,,34.15,34.15,20.49,HU0896,TW,No,EA,0.37,5.00,4.50,0.50,No,Surly Ultra New Hub Axle Kit for 120mm Rear Fix/Fix Black,,,,
HU0897,708752076891,Axle Set,Surly,28193,Ultra New,,,34.15,34.15,20.49,HU0897,TW,No,EA,0.38,4.75,3.25,1.00,No,Surly Ultra New Hub Axle Kit for 120mm Rear Fix/Free Black,,,,
HU0898,708752076907,Axle Set,Surly,28193,Ultra New,,,34.15,34.15,20.49,HU0898,TW,No,EA,0.38,6.50,4.50,0.50,No,Surly Ultra New Hub Axle Kit for 130mm Front or Rear Black,,,,
HU0899,708752076914,Axle Set,Surly,28193,Ultra New,,,34.15,34.15,20.49,3400406010001,TW,No,EA,0.38,6.00,3.00,1.00,No,Surly Ultra New Hub Axle Kit for 135mm Front or Rear Black,,,,
HU1032,708752037250,Other Hub Part,Surly,25004,Surly Hub Parts,,,4.00,4.00,2.00,HU1032,TW,No,EA,0.01,1.00,1.00,0.25,No,Surly Rear Hub Locknut 10mm x 1,,,,
HU5007,708752121270,Thru Axle,Surly,K2613,Thru Axles,,,45.00,45.00,22.50,HU5007,TW,No,EA,0.20,6.00,3.75,0.75,No,Surly 12x197 Rear Thru Axle,,,,
JK6200,708752133860,Jackets,Surly,MSURLY23,Canvas Jacket,X-Small,Marianas Black,250.00,250.00,125.00,,CN,No,EA,1.56,21.00,13.00,3.00,No,Surly Jacket: Marianas Black XS,,,,
JK6201,708752133853,Jackets,Surly,MSURLY23,Canvas Jacket,Small,Marianas Black,250.00,250.00,125.00,,CN,No,EA,1.56,21.00,13.00,3.00,No,Surly Jacket: Marianas Black SM,,,,
JK6202,708752133846,Jackets,Surly,MSURLY23,Canvas Jacket,Medium,Marianas Black,250.00,250.00,125.00,,CN,No,EA,1.56,21.00,13.00,3.00,No,Surly Jacket: Marianas Black MD,,,,
JK6203,708752133839,Jackets,Surly,MSURLY23,Canvas Jacket,Large,Marianas Black,250.00,250.00,125.00,,CN,No,EA,1.56,21.00,13.00,3.00,No,Surly Jacket: Marianas Black LG,,,2018-04-27,
JK6204,708752133822,Jackets,Surly,MSURLY23,Canvas Jacket,X-Large,Marianas Black,250.00,250.00,125.00,,CN,No,EA,1.56,21.00,13.00,3.00,No,Surly Jacket: Marianas Black XL,,,,
JK6205,708752133815,Jackets,Surly,MSURLY23,Canvas Jacket,2X-Large,Marianas Black,250.00,250.00,125.00,,CN,No,EA,1.56,21.00,13.00,3.00,No,Surly Jacket: Marianas Black 2XL,,,,
JK6206,708752133808,Jackets,Surly,MSURLY23,Canvas Jacket,X-Small,Dirt Brown,250.00,250.00,125.00,,CN,No,EA,1.56,21.00,13.00,3.00,No,Surly Jacket: Dirt Brown XS,,,,
JK6207,708752133792,Jackets,Surly,MSURLY23,Canvas Jacket,Small,Dirt Brown,250.00,250.00,125.00,,CN,No,EA,1.56,21.00,13.00,3.00,No,Surly Jacket: Dirt Brown SM,,,,
JK6211,708752133877,Jackets,Surly,MSURLY23,Canvas Jacket,2X-Large,Dirt Brown,250.00,250.00,125.00,PCC-818,CN,No,EA,1.56,21.00,13.00,3.00,No,Surly Jacket: Dirt Brown 2XL,,,,
JT1630,708752204249,Jersey,Surly,MSURLY154,Merino Long Sleeve Jersey,Small,Green,130.00,130.00,75.00,04-000775,CN,No,EA,1.05,14.25,10.00,0.75,No,Surly Merino Men's Long Sleeve Jersey: Green SM,,,,
JT1631,708752204263,Jersey,Surly,MSURLY154,Merino Long Sleeve Jersey,Medium,Green,130.00,130.00,75.00,04-000775,CN,No,EA,1.08,13.75,10.75,1.75,No,Surly Merino Men's Long Sleeve Jersey: Green MD,,,,
JT1632,708752204287,Jersey,Surly,MSURLY154,Merino Long Sleeve Jersey,Large,Green,130.00,130.00,75.00,04-000775,CN,No,EA,1.20,14.25,10.00,0.75,No,Surly Merino Men's Long Sleeve Jersey: Green LG,,,,
JT1633,708752204300,Jersey,Surly,MSURLY154,Merino Long Sleeve Jersey,X-Large,Green,130.00,130.00,75.00,04-000775,CN,No,EA,1.25,14.25,10.00,0.75,No,Surly Merino Men's Long Sleeve Jersey: Green XL,,,,
JT1634,708752204324,Jersey,Surly,MSURLY154,Merino Long Sleeve Jersey,2X-Large,Green,130.00,130.00,75.00,04-000775,CN,No,EA,1.40,14.25,10.00,0.75,No,Surly Merino Men's Long Sleeve Jersey: Green 2XL,,,,
JT6850,708752149021,Jersey,Surly,MSURLY154,Merino Long Sleeve Jersey,Small,Mustard Yellow,130.00,130.00,75.00,04-000775,CN,No,EA,1.05,14.25,11.25,1.25,No,Surly Merino Wool Men's Long Sleeve Jersey: Dried Mustard Yellow SM,,,,
JT6851,708752149014,Jersey,Surly,MSURLY154,Merino Long Sleeve Jersey,Medium,Mustard Yellow,130.00,130.00,75.00,04-000775,CN,No,EA,1.10,15.25,10.25,1.50,No,Surly Merino Wool Men's Long Sleeve Jersey: Dried Mustard Yellow MD,,,,
JT6855,708752148970,Jersey,Surly,MSURLY154,Merino Long Sleeve Jersey,X-Small,Mustard Yellow,130.00,130.00,75.00,04-000776,CN,No,EA,0.80,13.00,9.75,0.50,No,Surly Merino Wool Women's Long Sleeve Jersey: Dried Mustard Yellow XS,,,,
JT6856,708752148963,Jersey,Surly,MSURLY154,Merino Long Sleeve Jersey,Small,Mustard Yellow,130.00,130.00,75.00,04-000776,CN,No,EA,0.85,10.00,6.50,1.75,No,Surly Merino Wool Women's Long Sleeve Jersey: Dried Mustard Yellow SM,,,,
JT6857,708752148956,Jersey,Surly,MSURLY154,Merino Long Sleeve Jersey,Medium,Mustard Yellow,130.00,130.00,75.00,04-000776,CN,No,EA,0.95,10.00,6.50,1.75,No,Surly Merino Wool Women's Long Sleeve Jersey: Dried Mustard Yellow MD,,,,
JT6858,708752148949,Jersey,Surly,MSURLY154,Merino Long Sleeve Jersey,Large,Mustard Yellow,130.00,130.00,75.00,04-000776,CN,No,EA,1.00,14.00,10.75,0.75,No,Surly Merino Wool Women's Long Sleeve Jersey: Dried Mustard Yellow LG,,,,
JT6860,708752148925,Jersey,Surly,MSURLY40,Merino Short Sleeve Jersey,Small,Tile Blue,105.00,105.00,60.00,04-000780,CN,No,EA,0.45,10.75,7.25,1.00,No,Surly Merino Wool Lite Men's Short Sleeve Jersey: Tile Blue SM,,,,
JT6861,708752148918,Jersey,Surly,MSURLY40,Merino Short Sleeve Jersey,Medium,Tile Blue,105.00,105.00,60.00,04-000780,CN,No,EA,0.50,11.00,7.00,1.00,No,Surly Merino Wool Lite Men's Short Sleeve Jersey: Tile Blue MD,,,,
JT6862,708752148901,Jersey,Surly,MSURLY40,Merino Short Sleeve Jersey,Large,Tile Blue,105.00,105.00,60.00,04-000780,CN,No,EA,0.55,10.75,7.50,1.00,No,Surly Merino Wool Lite Men's Short Sleeve Jersey: Tile Blue LG,,,,
JT6863,708752148895,Jersey,Surly,MSURLY40,Merino Short Sleeve Jersey,X-Large,Tile Blue,105.00,105.00,60.00,04-000780,CN,No,EA,0.60,11.25,7.25,1.00,No,Surly Merino Wool Lite Men's Short Sleeve Jersey: Tile Blue XL,,,,
JT6864,708752148888,Jersey,Surly,MSURLY40,Merino Short Sleeve Jersey,2X-Large,Tile Blue,105.00,105.00,60.00,04-000780,CN,No,EA,0.65,10.75,7.00,1.00,No,Surly Merino Wool Lite Men Short Sleeve Jersey: Tile Blue 2XL,,,,
JT6866,708752148864,Jersey,Surly,MSURLY40,Merino Short Sleeve Jersey,Small,Tile Blue,105.00,105.00,60.00,04-000781,CN,No,EA,0.40,13.00,9.75,0.50,No,Surly Merino Wool Lite Women's Short Sleeve Jersey: Tile Blue SM,,,,
JT6867,708752148857,Jersey,Surly,MSURLY40,Merino Short Sleeve Jersey,Medium,Tile Blue,105.00,105.00,60.00,04-000781,CN,No,EA,0.45,13.25,9.75,0.50,No,Surly Merino Wool Lite Women's Short Sleeve Jersey: Tile Blue MD,,,,
JT6868,708752148840,Jersey,Surly,MSURLY40,Merino Short Sleeve Jersey,Large,Tile Blue,105.00,105.00,60.00,04-000781,CN,No,EA,0.50,14.00,10.50,0.50,No,Surly Merino Wool Lite Women's Short Sleeve Jersey: Tile Blue LG,,,,
JT6869,708752148833,Jersey,Surly,MSURLY40,Merino Short Sleeve Jersey,X-Large,Tile Blue,105.00,105.00,60.00,04-000781,CN,No,EA,0.50,14.50,10.00,0.50,No,Surly Merino Wool Lite Women's Short Sleeve Jersey: Tile Blue XL,,,,
JT6870,708752160644,Jersey,Surly,MSURLY40,Merino Short Sleeve Jersey,Small,Black,105.00,105.00,60.00,04-000780,CN,No,EA,0.45,14.50,11.00,0.50,No,Surly Merino Wool Lite Men's Short Sleeve Jersey: Black SM,,,,
JT6871,708752160637,Jersey,Surly,MSURLY40,Merino Short Sleeve Jersey,Medium,Black,105.00,105.00,60.00,04-000780,CN,No,EA,0.50,14.50,11.00,0.50,No,Surly Merino Wool Lite Men's Short Sleeve Jersey: Black MD,,,,
JT6872,708752160620,Jersey,Surly,MSURLY40,Merino Short Sleeve Jersey,Large,Black,105.00,105.00,60.00,04-000780,CN,No,EA,0.52,15.50,11.00,0.50,No,Surly Merino Wool Lite Men's Short Sleeve Jersey: Black LG,,,,
JT6873,708752160613,Jersey,Surly,MSURLY40,Merino Short Sleeve Jersey,X-Large,Black,105.00,105.00,60.00,04-000780,CN,No,EA,0.60,14.50,11.00,0.50,No,Surly Merino Wool Lite Men's Short Sleeve Jersey: Black XL,,,,
JT6875,708752160590,Jersey,Surly,MSURLY40,Merino Short Sleeve Jersey,X-Small,Black,105.00,105.00,60.00,04-000781,CN,No,EA,0.40,10.50,6.25,1.25,No,Surly Merino Wool Lite Women's Short Sleeve Jersey: Black XS,,,,
JT6876,708752160583,Jersey,Surly,MSURLY40,Merino Short Sleeve Jersey,Small,Black,105.00,105.00,60.00,04-000781,CN,No,EA,0.40,10.75,6.75,1.00,No,Surly Merino Wool Lite Women's Short Sleeve Jersey: Black SM,,,,
JT6877,708752160576,Jersey,Surly,MSURLY40,Merino Short Sleeve Jersey,Medium,Black,105.00,105.00,60.00,04-000781,CN,No,EA,0.45,10.25,7.25,1.00,No,Surly Merino Wool Lite Women's Short Sleeve Jersey: Black MD,,,,
JT6878,708752160569,Jersey,Surly,MSURLY40,Merino Short Sleeve Jersey,Large,Black,105.00,105.00,60.00,04-000781,CN,No,EA,0.45,10.50,7.25,1.00,No,Surly Merino Wool Lite Women's Short Sleeve Jersey: Black LG,,,,
JT6879,708752160552,Jersey,Surly,MSURLY40,Merino Short Sleeve Jersey,X-Large,Black,105.00,105.00,60.00,04-000781,CN,No,EA,0.50,11.25,7.00,0.75,No,Surly Merino Wool Lite Women's Short Sleeve Jersey: Black XL,,,,
JT6880,708752160880,Jersey,Surly,MSURLY154,Merino Long Sleeve Jersey,Small,Black,130.00,130.00,75.00,04-000775,CN,No,EA,1.05,14.50,10.50,0.75,No,Surly Merino Wool Men's Long Sleeve Jersey: Black SM,,,,
JT6881,708752160873,Jersey,Surly,MSURLY154,Merino Long Sleeve Jersey,Medium,Black,130.00,130.00,75.00,04-000775,CN,No,EA,1.10,14.00,10.75,1.00,No,Surly Merino Wool Men's Long Sleeve Jersey: Black MD,,,,
JT6883,708752160859,Jersey,Surly,MSURLY154,Merino Long Sleeve Jersey,X-Large,Black,130.00,130.00,75.00,04-000775,CN,No,EA,1.25,10.75,7.25,2.50,No,Surly Merino Wool Men's Long Sleeve Jersey: Black XL,,,,
JT6884,708752160842,Jersey,Surly,MSURLY154,Merino Long Sleeve Jersey,2X-Large,Black,130.00,130.00,75.00,04-000775,CN,No,EA,1.00,15.00,12.00,2.50,No,Surly Merino Wool Men's Long Sleeve Jersey: Black 2XL,,,,
JT6885,708752160835,Jersey,Surly,MSURLY154,Merino Long Sleeve Jersey,X-Small,Black,130.00,130.00,75.00,04-000776,CN,No,EA,0.85,15.25,10.50,1.50,No,Surly Merino Wool Women's Long Sleeve Jersey: Black XS,,,,
